,ReviewID,Cochrane_Title
4145,CD000091,Stroke Treatment with Ancrod Trial (STAT)
4146,CD006763,Dietary sodium restriction impairs insulin sensitivity in noninsulin-dependent diabetes mellitus
4147,CD003139,"Mul,ticycle dose-intensive chemotherpy for women with high-risk primary breast cancer: results of International Breast Cancer Study Group Trial 15-95"
4148,CD002070,Intra-arterial prostacyclin compared to praxilene in the management of severe lower limb ischaemia: a double blind trial
4149,CD002253,Vaginal misoprostol versus dinoprostone for the management of missed abortion
4150,CD009045,"Bendamustine, vincristine and prednisone (BOP) versus cyclophosphamide, vincristine and prednisone (COP) in advanced indolent non-Hodgkin's lymphoma and mantle cell lymphoma: results of a randomised phase III trial (OSHO# 19)"
4151,CD007453,Hyperglycemia in extremely-low-birth-weight Infants
4152,CD003729,"Double-blind, placebo-controlled comparison of intramuscular olanzapine and intramuscular haloperidol in the treatment of acute agitation in schizophrenia"
4153,CD003057,Hyperbaric oxygen treatment of chronic multiple sclerosis. Results of a placebo-controlled double-blind study in 49 patients
4154,CD003831,"Preliminary study of the safety and efficacy of SC-58635, a novel cyclooxygenase 2 inhibitor: efficacy and safety in two placebo-controlled trials in osteoarthritis and rheumatoid arthritis, and studies of gastrointestinal and platelet effects"
4155,CD001930,A treatment outcome study for sexually abused preschool children: initial findings
4156,CD003635,A prospective randomized study of cerebrospinal fluid drainage to prevent paraplegia after high-risk surgery on the thoracoabdominal aorta
4157,CD003120,"Cerebrovascular insufficiency - placebo-controlled, randomized, double blind-trial on the effect of Gingko biloba-extract"
4158,CD003243,A randomised controlled trial of laparoscopic Nissen fundoplication versus proton pump inhibitors for treatment of patients with chronic gastroesophageal reflux disease: one year follow-up
4159,CD003593,Weekly ECT in geriatric depression
4160,CD004387,Comparison of chlorproguanil-dapsone with sulfadoxine-pyrimethamine for the treatment of uncomplicated falciparum malaria in young African children: double-blind randomised controlled trial
4161,CD008607,The beneficial effect of methylprednisolone in acute vestibular vertigo
4162,CD001255,External hip protectors are effective for the elderly with higher-than-average risk factors for hip fractures
4163,CD009148,Comparison of visual and computerized interpretation of nonstress test results in a randomized controlled trial
4164,CD007342,Randomized controlled trial of doxycycline prophylaxis against leptospirosis in an endemic area
4165,CD005445,Retreatment with interferon-ribavirine according to viremia of interferon responders-relapser patients; French multicenter randomized controlled trial
4166,CD005633,"Comparisons between oral and intraperitoneal 1,25-dihydroxyvitamin D3 therapy in children treated with peritoneal dialysis"
4167,CD003863,Shoulder sling for hemiplegia: friend or foe?
4168,CD006211,A controlled trial of inpatient and outpatient geriatric evaluation and management
4169,CD003021,A placebo-controlled trial of mirtazapine for the management of methamphetamine withdrawal
4170,CD009389,Treatment of cancer-related chest wall pain using spinal cord stimulation
4171,CD001999,Clinical assessment of low molecular weight heparin effects in peripheral vascular disease
4172,CD006778,"Randomised, double-blind, vehicle-controlled trial of tirilazad mesylate in patients with aneurysmal haemorrhage: a cooperative study in Europe, Australia, and New Zealand"
4173,CD009030,Hyperextension injuries of the PIP finger joint. Comparison of early motion and immobilization
4174,CD008057,"Cutaneous closure after cardiac operations: a controlled, randomized, prospective comparison of intradermal versus staple closures"
4175,CD005191,Effectiveness of brief interventions after alcohol related vehicular injury: A randomised controlled trial
4176,CD003152,A randomized controlled trial of the effects of multi-sensory stimulation (MSS) for people with dementia
4177,CD001219,Pitfalls in placebo controlled trials in palliative care: dexamethasone for the palliation of malignant bowel obstruction
4178,CD002807,Ultrasound-guided testicular sperm aspiration in azoospermic patients: A new sperm retrieval method in intracytoplasmic sperm injection
4179,CD004822,Children with persistent cough - outcome with treatment and role of moraxella catarrhalis?
4180,CD008092,A randomized controlled trial to compare steroid with ciclosporine for the topical treatment of oral lichen planus
4181,CD006302,Symptomatic effect of pancreatic enzyme therapy in patients with chronic pancreatitis
4182,CD006157,"Preoperative chemotherapy followed by surgery compared with primary surgery in resectable stage I (except T1N0), II and IIIa non-small cell lung cancer"
4183,CD003421,Prevention of delayed graft function by diltiazem and iloprost
4184,CD004214,Early weaning from incubator and early discharge of preterm infants: randomized clinical trial
4185,CD007235,Targeted therapy for threatened preterm labor based on sonographic measurement of the cervical length: a randomized controlled trial
4186,CD008552,Eating for Pleasure or Profit: The effect of incentives on children's enjoyment of vegetables
4187,CD007730,Active for life after cancer: a randomized trial examining a lifestyle physical activity program for prostate cancer patients
4188,CD004678,"Effects of oral glatiramer acetate on clinical and MRI-monitored disease activity in patients with relapsing multiple sclerosis: a multicentre, double-blind, randomised, placebo-controlled study"
4189,CD005249,Nasogastric feeding methods in neonates
4190,CD003256,Phase III vehicle controlled multi-centered study of topical alitretinoin gel 0.1% in cutaneous AIDS related Kaposi's sarcoma
4191,CD000012,Is the operative delivery rate in low-risk women dependent on the level of birth care? A randomised controlled trial
4192,CD002055,A comparison of albumin-bolus therapy versus normal saline-bolus therapy for hypotension in neonates
4193,CD002085,Interventions for reducing missed initial appointment at a community mental health centre
4194,CD002970,Efficacy of temporomandibular joint arthrocentesis with and without injection of sodium hyaluronate in treatment of internal derangements
4195,CD003229,Calcium dobesilate in the treatment of primary venous insufficiency of the lower limbs. A controlled clinical study
4196,CD002296,"Ulcer prevention in long term users of nonsteroidal anti-inflammatory drugs: results of a double-blind randomized, multicenter, active and placebo-controlled study of misoprostol vs lansoprazole"
4197,CD006549,"Postoperative care for Samter’s triad patients undergoing endoscopic sinus surgery: a double-blinded, randomized controlled trial"
4198,CD003466,The effect of intervention on the free-play experience for mothers and their infants with developmental delay and cerebral palsy
4199,CD004716,Cognitive behavioral therapy and clozapine for clients with treatment refractory schizophrenia
4200,CD008131,Effects of parent training on teenage mothers and their infants
4201,CD004775,HIV testing changing trends
4202,CD003948,A double-blind study of the efficacy of metronidazole gel in the treatment of malodorous fungating tumours
4203,CD007444,Effect of isosorbide mononitrate for cervical ripening before surgical termination of pregnancy in the first trimester
4204,CD006053,Prospective randomized comparison between pylorus-preserving and standard pancreaticoduodenectomy
4205,CD007281,Treatment of post-transplant premalignant skin disease: a randomised intrapatient comparative study of 5-fluorouracil cream and topical photodynamic therapy
4206,CD002219,Effect of single-dose ivermectin therapy on human onchocerca volvulus infection with onchocercal ocular involvement
4207,CD001067,Moxalactam versus clindamycin plus tobramycin for the treatment of puerperal infections
4208,CD010424,Does the peritoneum need to be closed at laparotomy?
4209,CD002206,The relative efficacy of two brief treatments for sleep problems in young learning disabled (mentally retarded) children: a randomised controlled trial
4210,CD003689,Preventing depression after stroke: results from a randomised placebo-controlled trial
4211,CD009971,A randomized placebo controlled trial of the effect of preoperative statin use on matrix metalloproteinases and tissue inhibitors of matrix metalloproteinases in areas of low and peak wall stress in patients undergoing elective open repair of abdominal aortic aneurysm
4212,CD003987,"Plasma renin activity, blood pressure and body weight during two years' oral contraception with two different low-estrogen combinations"
4213,CD009132,Effects of galantamine on working memory and global functioning in patients with mild cognitive impairment: a double-blind placebo-controlled study
4214,CD005656,Intravitreal triamcinolone acetonide for diffuse diabetic macular oedema: 6-month results of a prospective controlled trial
4215,CD002317,Amitriptyline in children with major depressive disorder: a double-blind crossover pilot study
4216,CD002014,Secondary prevention of work-related disability in nonspecific low back pain: does problem solving therapy help?
4217,CD002217,"Comparison of carbamazepine, phenobarbital, phenytoin, and primidone in partial and secondarily generalized tonic-clonic seizures"
4218,CD008009,Underemployment and depression: longitudinal relationships
4219,CD004592,Effectiveness of single versus double volume exchange transfusion in newborn infants with AB0 hemolytic disease
4220,CD003427,Serotype-specific immunoglobulin G antibody responses to pneumococcal vaccine in children with sickle cell anemia: effects of continued penicillin prophylaxis
4221,CD001782,Tretinoin emollient cream: A new therapy for photodamaged skin
4222,CD009154,Modulating fertility outcome in assisted reproductive technologies by the use of dydrogesterone
4223,CD001746,Decreasing environmental tobacco smoke exposure among low income children: preliminary findings
4224,CD006827,A randomized trial of fistulotomy in perianal abscess
4225,CD002804,A prospective randomised trial of Taxotere versus best supportive care (BSC) in patients with non-small cell lung cancer (NSCLC) previously treated with platinum-based chemotherapy: Survival update
4226,CD005262,A comparison between aspirin and pentoxifylline in relieving claudication due to peripheral vascular disease in the elderly
4227,CD006545,Regression of haemangiomata in infants after x-ray treatment and mock-radiation
4228,CD004265,Effect of infection control measures on the frequency of diarrheal episodes in child care: a randomized controlled trial
4229,CD006714,Midtrimester abortion by dilatation and evacuation versus intra-amniotic instillation of prostaglandin F2a: A randomized clinical trial
4230,CD006764,The effects of betamethasone versus dexamethasone on fetal biophysical parameters
4231,CD003150,Aromatherapy as a safe an effective treatment for the management of agitation in severe dementia: the results of a double-blind placebo-controlled trial with Melissa
4232,CD006132,The dorzolamide/timolol combination versus timolol plus pilocarpine: patient preference and impact on daily life. United States Patient Preference Study Group. International Patient Preference Study Group
4233,CD004705,Smoking cessation in primary care clinics
4234,CD001217,Intermittent pneumatic calf compression for prevention of deep venous thrombosis in general abdominal surgery
4235,CD006780,Prevention of pre-eclampsia and fetal growth retardation by trapidil
4236,CD009209,"A pedometer-based intervention to improve physical activity, fitness, and coronary heart disease risk in National Guard personnel"
4237,CD008271,A randomized controlled study of botulinum toxin A in the treatment of hemiplegic shoulder pain associated with spasticity
4238,CD005122,Randomised controlled trial of cardiotocography versus doppler auscultation of fetal heart at admission in labour in low risk obstetric population
4239,CD006268,Safer colonoscopy with patient-controlled analgesia and sedation with propofol and alfentanil
4240,CD003885,Reactions to booster pneumococcal vaccination in patients with sickle cell disease
4241,CD009115,Fast and slow namers: benefits of segmentation and whole word training
4242,CD004898,Seledo-study
4243,CD004951,"Does supine positioning increase apnoea, bradycardia, and desaturation in preterm infants?"
4244,CD006618,"Methotrexate in chronic active ulcerative colitis: a double-blind, randomized, Israeli multicenter trial"
4245,CD003960,Safety and tolerability of tegaserod in patients with irritable bowel syndrome and diarrhea symptoms
4246,CD005648,"Homeopathic treatment of children with attention deficit hyperactivity disorder: a randomised double-blind, placebo-controlled crossover trial."
4247,CD001246,Ticlopidine versus aspirin after myocardial infarction (STAMI) trial
4248,CD008600,A patient decision aid regarding antithrombotic therapy for stroke prevention in atrial fibrillation: A randomized controlled trial
4249,CD008920,"Controlled, double-blind, randomized trial of amitriptyline in relieving articular pain and tenderness in patients with rheumatoid arthritis"
4250,CD007448,"A randomized, controlled trial of parenteral clindamycin in neonatal necrotizing enterocolitis"
4251,CD004866,Growth and body composition of human milk-fed premature infants provided with extra energy and nutrients early after hospital discharge: 1-year follow-up
4252,CD003619,Effect of lifestyle intervention on non-alcoholic fatty liver disease in Chinese obese children
4253,CD008872,"Incidence, prevalence and possible risk factors for pneumonitis in patients with rheumatoid arthritis receiving methotrexate"
4254,CD008224,"Effectiveness of antibiotic prophylaxis in preventing bacteriuria after multichannel urodynamic investigations: a blind, randomized study in 124 female patients"
4255,CD004739,Should hyperbaric oxygen be added to treatment in idiopathic sudden sensorineural hearing loss?
4256,CD004272,Treatment of operable breast cancer in the elderly: a randomised clinical trial EORTC 10851 comparing tamoxifen alone with modified radical mastectomy
4257,CD006254,Cinacalcet for secondary hyperparathyroidism in patients receiving hemodialysis
4258,CD004510,"Patient callback program: a quality improvement, customer service, and marketing tool"
4259,CD001158,", Valkema, R., Dijkmans, B.A.C., Papapoulos, S., Zwinderman, A.H., Han, K.H., Pauwels, E.K.J., Breedveld, F.C. Prednisone for elderly-onset rheumatoid arthritis: Outcome and bone mass in comparison to treatment with chloroquine"
4260,CD000147,Nimodipine in the treatment of old age dementias
4261,CD006535,Does therapeutic touch ease the discomfort or distress of patients undergoing stereotactic core breast biopsy? A randomized clinical trial
4262,CD008496,Managing nocturnal leg cramps--calf-stretching exercises and cessation of quinine treatment: a factorial randomised controlled trial
4263,CD004763,Evaluation of argon green vs krypton red laser for photocoagulation of subfoveal choroidal neovascularization in the macular photocoagulation study
4264,CD008167,"Changes in blood pressure, serum potassium and electrolytes with a combination of triamterene and a low dose of chlorthalidone"
4265,CD007435,Effect of hydrosoluble coenzyme Q10 on blood pressures and insulin resistance in hypertensive patients with coronary artery disease
4266,CD006578,The AESOP robot system in laparoscopic surgery: increased risk or advantage for surgeon and patient?
4267,CD002760,A comparison of ibuprofen and dihydrocodeine in relieving pain following wisdom teeth removal
4268,CD007579,Transderm SCOP decreases post-cesarean nausea and vomiting in patients receiving epidural morphine
4269,CD008530,The Early Systemic Prophylaxis of Infection After Stroke study: a randomized clinical trial
4270,CD003934,Upright position during the first stage of labor: a randomised controlled trial
4271,CD000088,Schizophrenia: a study comparing a family therapy group following a paradoxical model plus psychodrugs and a group treated by the conventional clinical approach
4272,CD006669,Treatment of children with metastatic soft tissue sarcoma with oral maintenance compared to high dose chemotherapy: report of the HD CWS-96 trial
4273,CD010609,Gabapentin in the prophylaxis of migraine: a double-blind randomized placebo-controlled study
4274,CD001243,Randomized controlled trial of very early continuous distending pressure in the management of preterm infants
4275,CD007248,"Propofol compared with the morphine, atropine, and suxamethonium regimen as induction agents for neonatal endotracheal intubation: a randomized, controlled trial"
4276,CD000098,Evaluation of the current CDC recommended treatment guidelines for gonorrhea in pregnancy [abstract no: 358]
4277,CD004742,Impact of Duloxetine on Quality of Life for women with symptoms urinary incontinence
4278,CD004156,The value of muscle exercise in patients with amyotrophic lateral sclerosis
4279,CD008727,Adrenal axis function after high-dose steroid therapy for childhood acute lymphoblastic leukemia
4280,CD001754,A randomized controlled trial of pubovaginal sling versus vaginal wall sling for stress urinary incontinence
4281,CD006856,The research design and methodological issues for the cash and counseling evaluation
4282,CD003805,"Frontline therapy with rituximab added to the combination of cyclophosphamide, doxorubicin, vincristine, and prednisone (CHOP) significantly improves the outcome for patients with advanced-stage follicular lymphoma compared with therapy with CHOP alone: results of a prospective randomized study of the German Low-Grade Lymphoma Study Group"
4283,CD008571,A comparison of follicular response of ovaries to ovulation induction after laparoscopic ovarian cystectomy or fenestration and coagulation versus normal ovaries in patients with endometrioma
4284,CD006422,"Treatment and prevention of depression after surgery for hip fracture in older people: randomized, controlled trials"
4285,CD000566,Traumatic brain tissue acidosis : experimental and clinical studies
4286,CD003114,Effects of occupational therapy home service on patients with rheumatoid arthritis
4287,CD007584,Malignant ovarian germ cell tumors: the experience at the Hospital de la Santa Creu i Sant Pau
4288,CD001777,Post-abortion insertion of MLCu 250 and MLCu 375 -- a comparative trial
4289,CD007496,Willingness of men who have sex with men in theUS to be circumcised as adults to reduce risk of HIVinfection [abstract 983]
4290,CD009542,Specific oral tolerance induction in children with very severe cow's milk-induced reactions
4291,CD005486,"The silver-releasing foam dressing, Contreet Foam, promotes faster healing of critically colonised venous leg ulcers: a randomised, controlled trial"
4292,CD000319,"Effects of acupuncture, cervical manipulation and NSAID therapy of dizziness and impaired head repositioning of suspected cervical origin: A pilot study"
4293,CD000390,Physiologic and behavioral effects of gentle human touch on preterm infants
4294,CD000216,"Posthemorrhagic hydrocephalus in high risk infants: Natural history, management and long-term outcome"
4295,CD000425,Intensive language training in the rehabilitation of chronic aphasia - effective training by laypersons
4296,CD008418,Cost-effectiveness of formoterol and salbutamol as asthma reliever medication in Sweden and in Spain
4297,CD009029,"Oral, inactivated, whole cell enterotoxigenic Escherichia coli plus cholera toxin B subunit vaccine: results of the initial evaluation in children. PRIDE Study Group"
4298,CD001066,"Single-blind trial addressing the differential effects of two reflexology techniques versus rest, on ankle and foot oedema in late pregnancy"
4299,CD009792,Disruption of prior uterine incision following misoprostol for labor induction in women with previous cesarean delivery
4300,CD002255,A randomized comparison of nifedipine and ritodrine for suppression of preterm labor
4301,CD007395,Comparison of two popular methods for removal and killing of bacteria from dentures
4302,CD000563,"Breast-conserving treatment with or without radiotherapy in ductal carcinoma-in-situ: Ten-year results of European Organisation for Research and Treatment of Cancer Randomized Phase III Trial 10853, a study by the EORTC Breast Cancer Cooperative Group and EORTC Radiotherapy Group"
4303,CD008240,Treatment of lichen sclerosus with topical dihydrotestosterone
4304,CD000299,Controlled trial of anti-tuberculous chemotherapy for two years in Crohn's disease
4305,CD000114,Evaluation of the feasibility of a new method for performing chorion villus sampling
4306,CD001691,Does phenobarbitone prevent periventricular hemorrhage in very low birth weight babies: a controlled trial
4307,CD010223,The effect of levothyroxine and selenomethionine on lymphocyte and monocyte cytokine release in women with Hashimoto's thyroiditis
4308,CD000511,Bovine surfactant prophylaxis in neonates less than 30 weeks' gestation: A Randomized controlled trial of prophylaxis versus treatment
4309,CD005225,A randomized sequential trial of creatine in amyotrophic lateral sclerosis
4310,CD004104,Comparison of Noninvasive Postitive Pressure Ventilation with Standard Medical Therapy in Hypercapnic Acute Respiratory Failure
4311,CD008122,"Compariaons of clinical, microscopic and rapid diagnostic test methods in the diagnosis of Plasmodium falciparum malaria in Enugu, Nigeria"
4312,CD003862,"Reductions in Injury Crashes Associated with Red Light Camera Enforcement in Oxnard, California"
4313,CD006639,"Randomized controlled trial of the effect of daily supplementation with zinc or multiple micronutrients on morbidity, growth, and micronutrient status of young Peruvian children"
4314,CD004380,Evaluation of a child abuse prevention curriculum for third-grade students: assessment of knowledge and efficacy expectations
4315,CD005346,Pragmatic management of hyperglycaemia in acute ischaemic stroke: safety and feasibility of intensive intravenous insulin treatment
4316,CD007076,"Pregabalin for the treatment of painful diabetic peripheral neuropathy: a double-blind, placebo-controlled trial"
4317,CD008685,Comparison of 5-mg and 10-mg loading doses in initiation of warfarin therapy
4318,CD009429,"Efficacy and safety of pregabalin versus lamotrigine in patients with newly diagnosed partial seizures: a phase 3, double-blind, randomised, parallel-group trial"
4319,CD002912,Stress incontinence surgery for patients presenting with mixed incontinence and a normal cystometrogram
4320,CD007760,The cost and quality of dying: a comparison of home and hospital
4321,CD005255,Demand vs. scheduled feedings for premature infants
4322,CD005429,"A randomized, double-blind, parallel-group comparison of controlled- and immediate-release oxybutynin chloride in urge urinary incontinence"
4323,CD004483,Clinical performance of esthetic posterior crowns in primary molars: a pilot study
4324,CD006818,Baby CareLink: using the internet and telemedicine to improve care for high-risk infants
4325,CD006423,"Liraglutide provides similar glycaemic control as glimepiride (both in combination with metformin) and reduces body weight and systolic blood pressure in Asian population with type 2 diabetes from China, South Korea and India: a 16-week, randomized, double-blind, active control trial"
4326,CD001440,Relief of severe pain with acetaminophen in a new dose formulation versus propoxyphene hydrochloride 65mg and placebo: a comparative double blind study
4327,CD008420,Corneal wavefront errors 24 months after deep lamellar endothelial keratoplasty and penetrating keratoplasty
4328,CD004529,Efficacy and safety of atovaquone/proguanil compared with mefloquine for treatment of acute Plasmodium falciparum malaria in Thailand
4329,CD003591,Comparison of pre-and postoperative administration of ketoprofen for analgesia after tonsillectomy in children
4330,CD007295,Efficacy of paroxetine in treating major depressive disorder in persons with multiple sclerosis
4331,CD007752,Effects of increased thyroxine dosage pre-conception on thyroid function during early pregnancy
4332,CD005537,Supportive-expressive group therapy and distress in patients with metastatic breast cancer: a randomized clinical intervention trial
4333,CD003892,"Evaluating efficacy of a chitosan product using a double-blinded, placebo-controlled protocol"
4334,CD000317,Intrauterine insemination with frozen sperm increases pregnancy rates in donor insemination cycles under gonadotropin stimulation
4335,CD004649,Effect of fiber supplements on internal bleeding haemorrhoids
4336,CD009974,The effects of Transcutaneous Electrical Nerve Stimulation (TENS) on spasticity in Multiple Sclerosis
4337,CD006001,Evaluation of preoperative biliary drainage in the surgical management of pancreatic head carcinoma
4338,CD003857,"A multicenter randomized, controlled study comparing laparoscopic versus minilaparotomic myomectomy: reproductive outcomes"
4339,CD001333,Naltrexone pharmacotherapy for opioid dependent federal probationers
4340,CD004203,A prospective randomized controlled trial comparing suprapubic with urethral catheterization in rectal surgery
4341,CD006581,Local anesthesia in blepharoplasty: a new look?
4342,CD003900,Effects of combined treatment with glycopyrrolate and albuterol in acute exacerbation of chronic obstructive pulmonary disease
4343,CD003562,Combination therapy with oral sildenafil and inhaled iloprost for severe pulmonary hypertension
4344,CD000523,"Treatment of ulnar shaft fractures: A prospective, randomised study"
4345,CD004901,A prospective randomized comparison of vaginal misoprostol versus intra-amniotic prostaglandins for midtrimester termination of pregnancy
4346,CD006544,A stable prostacyclin analogue (Iloprost) in the treatment of ischaemic ulcers of the lower limb
4347,CD002308,Efficacy of inhaled steroids (beclomethasone dipropionate) for treatment of mild to moderately severe asthma in the emergency department: a randomized clinical trial
4348,CD002003,Effect of ramipril vs amlodipine on renal outcomes in hypertensive nephrosclerosis: a randomized controlled trial
4349,CD006583,Comparison of closed and open methods of pneumoperitoneum in laparoscopic cholecystectomy
4350,CD006857,Single dose gentamicin treatment of urinary infections in children
4351,CD003431,Comparison of topical glyceryl trinitrate ointment and oral nifedipine in the treatment of chronic anal fissure.
4352,CD003822,Pharmacokinetics and pharmacodynamics of candesartan after administration of its pro-drug candesartan cilexitil in patients with mild to moderate essential hypertension - a population analysis
4353,CD002209,Methadone maintenance vs 180-day psychosocially enriched detoxification for treatment of opioid dependence. A randomised controlled trial
4354,CD007672,Prediction and management of pain in patients with advanced cancer
4355,CD008914,External Pancreatic Duct Stent Decreases Pancreatic Fistula Rate After Pancreaticoduodenectomy: Prospective multicenter randomized trial
4356,CD006406,An evaluation of the donor experience in the Canadian multicenter randomized trial of bone marrow versus peripheral blood allografting
4357,CD004959,"Tramadol/acetaminophen combination tablets for the treatment of chronic lower back pain: a multicenter, randomized, double-blind, placebo-controlled outpatient study"
4358,CD006193,Early inducible displacement of tibial components in total knee prostheses inserted with and without cement: a randomized study with roentgen stereophotogrammetric analysis
4359,CD005594,A double-blind trial of respiridone and haloperidol for the treatment of delirium
4360,CD007943,Lateral attic reconstruction technique: preventive surgery for epitympanic retraction pockets
4361,CD006591,Behavioral interventions for the control of tuberculosis among adolescents
4362,CD005051,Cholesterol-lowering benefits of oat-containing cereal in Hispanic Americans
4363,CD001724,Treatment of interproximal angular defects by GTR: 1 year follow-up
4364,CD003490,Role of Gallium Arsenide laser irradiation at 890 nm as an adjunctive to anti-tuberculosis drugs in the treatment of pulmonary tuberculosis
4365,CD005131,Urinary tract infections in postmenopausal women: effect of hormone therapy and risk factors
4366,CD007498,Effect of procalcitonin-based guidelines vs standard guidelines on antibiotic use in lower respiratory tract infections: the ProHOSP randomized controlled trial
4367,CD002755,"ISIS-4: a randomised factorial trial assessing early oral captopril, oral mononitrate, and intravenous magnesium sulphate in 58,050 patients with suspected acute myocardial infarction. ISIS-4 (Fourth International Study of Infarct Survival) Collaborative Group"
4368,CD006116,Counselling of postnatal depression: a controlled study on a population based Swedish sample
4369,CD004565,Promoting patient participation and shortening cancer consultations: a randomised trial
4370,CD004732,Use of a stapler for hysterotomy in Cesarean section
4371,CD006519,Turning off the diarrhea: the role of food and ORS
4372,CD003741,"Infant feeding, wheezing, and allergy: a prospective study"
4373,CD003715,Mesalazine (Mesasal/Claversal) 1.5 g b.d. vs. placebo in the maintenance of remission of patients with Crohn' s disease
4374,CD002800,Thyroid hormones in alcoholic liver disease. Effect of treatment with 6-n-propylthiouracil
4375,CD004107,Peak flow based asthma self-management: a randomised controlled study in general practice
4376,CD004233,"A randomized, double-blind, celecoxib- and placebo-controlled study of the effectiveness of CS-706 in acute postoperative dental pain"
4377,CD009607,The effects of a swimming intervention for children with asthma
4378,CD003040,ADEPT: Addition of the AT1 receptor antagonist eprosartan to ACEI inhibitor therapy in chronic heart failure trial: Hemodynamic and neurohormonal effects
4379,CD005063,"A Randomized, Double-Blind Comparison of Lorazepamand Chlordiazepoxide in Patients With Uncomplicated Alcohol Withdrawal"
4380,CD000071,Randomized trial of vein versus Dacron patching during carotid endarterectomy: influence of patch type on postoperative embolization
4381,CD005397,Efficacy of a home-based exercise program on benign paroxysmal positional vertigo compared with betahistine
4382,CD001077,"Early correction of hypoxemia and acidemia in infants of low birth weight. A controlled trial of oxygen breathing, rapid alkali infusion and assisted ventilation"
4383,CD000180,Continuing regular exercise during pregnancy: effect of exercise volume on fetoplacental growth
4384,CD003328,Activated charcoal alone or after gastric lavage: a simulated large paracetamol intoxication
4385,CD004918,Postoperative systemic corticosteroid treatment and Molteno implant surgery: A randomized clinical trial
4386,CD000373,No immediate or long-term benefits with the use of an oscillating air mattress (OAM) in preterm infants: a randomized clinical trial
4387,CD006319,Radiofrequency fistulotomy: A better alternative for treating low anal fistula
4388,CD005009,Intermittent versus continuous total androgen blockade in the treatment of patients with advanced hormone-naive prostate cancer: results of a prospective randomized multicenter trial
4389,CD000201,Abu Dhabi third stage trial: oxytocin versus syntometrine in the active management of the third stage of labour
4390,CD006248,Randomised study of radical surgery versus radiotherapy for stage Ib-IIa cervical cancer
4391,CD008203,"A Randomized, Double-Blind, Placebo Controlled, Multicenter, Phase 3 Study of Rosuvastatin (CRESTOR®) 20 mg in the Prevention of Cardiovascular Events Among Subjects With Low Levels of LDL Cholesterol & Elevated Levels of C-Reactive Protein"
4392,CD009046,The GAINS project: Outcome of smoking cessation strategies in four urban Native American clinics
4393,CD000341,Growth of very low birth weight infants on varying amounts of human milk protein
4394,CD009805,Intrauterine contraception for adolescents aged 14-18 years: a multicenter randomized pilot study of Levonorgestrel-releasing intrauterine system compared to the Copper T 380A
4395,CD009095,Drug use in Swedish nursing homes
4396,CD007320,"Tidal irrigation as treatment for knee osteoarthritis: a sham-controlled, randomized, double-blinded evaluation"
4397,CD008101,Quality-of-life measures in children and adults with type 1 diabetes: Juvenile Diabetes Research Foundation Continuous Glucose Monitoring randomized trial
4398,CD009834,"Clarithromycin in the treatment of RSV bronchiolitis: a double-blind, randomised, placebo-controlled trial"
4399,CD001801,Developmental outcomes in early compared with delayed surgery for glue ear up to age 7 years: a randomised controlled trial
4400,CD004785,Comparison between bacampicillin and amoxycillin in treating genital and extragenital infection with Neisseria gonorrhoeae and pharyngeal infection with Neisseria meningitidis
4401,CD007563,High-dose-rate versus low-dose-rate intracavitary therapy for carcinoma of the uterine cervix: a randomized trial
4402,CD004765,Dye laser photocoagulation of macular subretinal neovascularization in pathological myopia. A randomized study of three different wavelengths
4403,CD006647,The Intergroup Rhabdomyosarcoma Study-I. A final report
4404,CD006920,Influence of acupuncture on the pregnancy rate in patients who undergo assisted reproductive technology
4405,CD005526,Cyclosporin A treatment in primary biliary cirrhosis: results of a long-term placebo controlled trial
4406,CD004329,Improvement of survival after addition of induction chemotherapy to radiotherapy in patients with early-stage nasopharyngeal carcinoma: Subgroup analysis of two Phase III trials
4407,CD001539,"Impact of providing audiotapes of primary adjuvant treatment consultations to women with breast cancer: a multisite, randomized, controlled trial"
4408,CD003770,Prospective randomized trial on adjuvant hepatic artery infusion chemotherapy after R0 resection of colorectal liver metastases
4409,CD006355,Transdermal nitroglycerin versus corticosteriod infiltration for rotator cuff tendinitis
4410,CD007408,Absorbent products for urinary/faecal incontinence: a comparative evaluation of key product designs
4411,CD003709,"Terlipressin or norepinephrine in hyperdynamic septic shock: A prospective, randomized study"
4412,CD005542,Intensified conventional insulin therapy as compared to micropump therapy in pregnant women affected by type 1 diabetes mellitus
4413,CD003367,Randomized trial of 3 different regimens of combination chemotherapy in patients receiving simultaneously a hormonal treatment for advanced breast cancer
4414,CD004665,"Placental cord drainage and the effect on the duration of third stage labour, a randomized controlled trial"
4415,CD003767,Genital mycoplasmas as a cause of excess premature delivery
4416,CD007179,Quinolones in treatment of human brucellosis: comparative trial of ofloxacin-rifampin versus doxycycline-rifampin
4417,CD008645,"Primary and secondary prevention of smoking in adolescents: Results of the campaign ""be smart - don't start"""
4418,CD004218,Phenobarbital compared with phenytoin for the treatment of neonatal seizures
4419,CD006922,Addition of salmeterol to fluticasone propionate treatment in moderate-to-severe asthma
4420,CD007345,"Piperacillin to prevent cholangitis after endoscopic retrograde cholangiopancreatography. A randomized, controlled trial"
4421,CD006875,Superiority of Oxaliplatin and Fluorouracil-Leucovorin compared with either therapy alone in patients with progressive colorectal cancer after Irinotecan and Fluorouracil-Leucovorin: interim results of a phase III trial
